[2020-06-15 00:05:12,268] I kiwoom.py | Kiwoom-login_slot-0085 I DEBUG    > 로그인 처리결과 ('OP_ERR_NONE', '정상처리')
[2020-06-15 00:05:12,269] I kiwoom.py | Kiwoom-set_account_info-0147 I DEBUG    > 계좌번호: 8136489511
[2020-06-15 00:05:12,270] I kiwoom.py | Kiwoom-set_server_info-0153 I DEBUG    > 모의투자 서버 접속
[2020-06-15 00:05:12,339] I kiwoom.py | Kiwoom-trdata_slot-0106 I DEBUG    > 총매입금액: 713300 총평가손익금액: -10543 총수익률: -1.48
[2020-06-15 00:05:12,340] I kiwoom.py | Kiwoom-set_mystock-0213 I DEBUG    > 종목코드: 196170 - 종목명: 알테오젠 - 보유수량: 3 - 매입금액:713300
[2020-06-15 00:05:15,357] I kiwoom.py | Kiwoom-query_not_concluded_account-0373 I DEBUG    > 미체결 종목 요청
[2020-06-15 00:05:15,392] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 009190 거래상태: mesu
[2020-06-15 00:05:15,393] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 153710 거래상태: mesu
[2020-06-15 00:05:15,394] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 336260 거래상태: mesu
[2020-06-15 00:05:15,396] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 226400 거래상태: mesu
[2020-06-15 00:05:15,397] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 196170 거래상태: mesu
[2020-06-15 00:05:15,398] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 084870 거래상태: mesu
[2020-06-15 00:05:15,399] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 089150 거래상태: mesu
[2020-06-15 00:05:15,400] I kiwoom.py | Kiwoom-set_append_trading_status_df-0342 I DEBUG    > 종목코드: 234690 거래상태: mesu
