[2020-07-27 13:13:13,652] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_LOGIN', '사용자정보교환실패')
[2020-07-27 13:13:13,781] I tr.py | Kiwoom-receiveAccountNum-0035 I DEBUG    > 계좌번호: 
[2020-07-27 13:13:13,849] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_SOCKET_CLOSED', '통신연결종료')
[2020-07-27 13:13:13,861] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_SOCKET_CLOSED', '통신연결종료')
[2020-07-27 13:21:17,527] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_LOGIN', '사용자정보교환실패')
[2020-07-27 13:21:17,531] I tr.py | Kiwoom-receiveAccountNum-0035 I DEBUG    > 계좌번호: 
[2020-07-27 13:21:17,544] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_SOCKET_CLOSED', '통신연결종료')
[2020-07-27 13:21:17,558] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_SOCKET_CLOSED', '통신연결종료')
[2020-07-27 13:23:23,563] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_NONE', '정상처리')
[2020-07-27 13:23:23,567] I tr.py | Kiwoom-receiveAccountNum-0035 I DEBUG    > 계좌번호: 8141454311
[2020-07-27 13:23:40,544] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_NONE', '정상처리')
[2020-07-27 13:23:40,548] I tr.py | Kiwoom-receiveAccountNum-0035 I DEBUG    > 계좌번호: 8141454311
[2020-07-27 13:23:40,598] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:23:40,599] I tr.py | Kiwoom-receiveDeposit-0045 I DEBUG    > 예수금 5000000
[2020-07-27 13:23:40,667] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:23:40,669] I tr.py | Kiwoom-receiveDeposit-0045 I DEBUG    > 예수금 5000000
[2020-07-27 13:23:41,022] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:23:41,023] I tr.py | Kiwoom-receiveTotalBuyMoney-0055 I DEBUG    > 총매입금액: 0
[2020-07-27 13:23:41,024] I tr.py | Kiwoom-receiveTotalProfitLossMoney-0067 I DEBUG    > 총평가손익금액: 0
[2020-07-27 13:23:41,024] I tr.py | Kiwoom-receiveTotalProfitLossRate-0077 I DEBUG    > 총수익률: 0.0
[2020-07-27 13:23:42,031] I tr.py | Kiwoom-requestNotConcludedAccount-0227 I DEBUG    > 미체결 종목 요청
[2020-07-27 13:23:42,089] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-07-27 13:24:09,581] I slot.py | Kiwoom-receiveLoginSlot-0042 I DEBUG    > 로그인 처리결과 ('OP_ERR_NONE', '정상처리')
[2020-07-27 13:24:09,583] I tr.py | Kiwoom-receiveAccountNum-0035 I DEBUG    > 계좌번호: 8141454311
[2020-07-27 13:24:09,637] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:24:09,640] I tr.py | Kiwoom-receiveDeposit-0045 I DEBUG    > 예수금 5000000
[2020-07-27 13:24:09,711] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 예수금상세현황요청, tr코드: opw00001 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:24:09,712] I tr.py | Kiwoom-receiveDeposit-0045 I DEBUG    > 예수금 5000000
[2020-07-27 13:24:10,348] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: 1000, 요청이름: 계좌평가잔고내역요청, tr코드: opw00018 --- [00Z310] 모의투자 조회가 완료되었습니다
[2020-07-27 13:24:10,349] I tr.py | Kiwoom-receiveTotalBuyMoney-0055 I DEBUG    > 총매입금액: 0
[2020-07-27 13:24:10,350] I tr.py | Kiwoom-receiveTotalProfitLossMoney-0067 I DEBUG    > 총평가손익금액: 0
[2020-07-27 13:24:10,350] I tr.py | Kiwoom-receiveTotalProfitLossRate-0077 I DEBUG    > 총수익률: 0.0
[2020-07-27 13:24:11,352] I tr.py | Kiwoom-requestNotConcludedAccount-0227 I DEBUG    > 미체결 종목 요청
[2020-07-27 13:24:11,363] I slot.py | Kiwoom-receiveMsgSlot-0065 I DEBUG    > 스크린: , 요청이름: , tr코드:  ---  조회가 완료되었습니다.
[2020-07-27 13:24:11,536] I tr.py | Kiwoom-receiveConditionNameList-0157 I DEBUG    > 호출 성공 여부 1, 호출결과 메시지 [OK] 사용자 조건검색식 읽기
[2020-07-27 13:24:11,540] I tr.py | Kiwoom-receiveConditionNameList-0159 I DEBUG    > HTS의 조건검색식 이름 가져오기 000^단타급등주;001^이평선돌파급등주;002^눌림목돌파;003^거래량상위볼리저상향선하향돌파;004^거래량상위볼린저하한선상향;005^거래량급등주;
[2020-07-27 13:24:11,540] I condition.py | Kiwoom-conditionNameListToConditionDataFrame-0017 I DEBUG    > 조건식 분리 번호: 0, 이름: 단타급등주
[2020-07-27 13:24:11,551] I condition.py | Kiwoom-conditionNameListToConditionDataFrame-0017 I DEBUG    > 조건식 분리 번호: 1, 이름: 이평선돌파급등주
